投资方,序号,产品名称,所属公司,地区,参与轮次,轮次,投资时间,投资年份,money,投资金额,投资金额_等级,行业,产品介绍,游戏,直播/视频,教育培训,食品饮料/零售,旅游/OTA,金融/支付,社交社区,硬件/生产制造,电子商务,生活服务,物流运输,汽车交通,文娱传媒,房产家居,工具软件,医疗健康/生物医药,企业服务,人工智能,运动健身,科创/技术研发,电信/通信,其他,GESHU,所属行业
阿里巴巴,1,十荟团,北京十荟科技有限公司,0,C++轮,C,2020/11/30,2020,12.838,1283800000,4,17,十荟团是一家美食社区电商服务平台，十荟团锁定社区果蔬、生鲜和家居用品，以社区为切入点，瞄准家庭日常消费场景，全力开拓二三线城市市场。搜罗全球生鲜美食，借助智能高效的供应链，把新鲜带给每个家庭，让福利惠及每位用户。  ,,,,,,,,,,,,,,,,,,,,,,,,食品/商贸零售
阿里巴巴,4,驻云科技,上海驻云信息科技有限公司,0,C+轮,C,2020/11/12,2020,1,100000000,3,3,上海驻云信息科技有限公司成立于2013年，是国内领先的企业级智能数据服务平台提供商，致力于将普惠的计算能力落实到每家企业，让智能数据驱动企业核心业务。驻云科技深耕云计算管理和数据监控服务。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,6,高鑫零售,高鑫零售有限公司,0,并购,Merger,2020/10/19,2020,235.8,23580000000,5,17,高鑫零售是一家大卖场运营商，通过线下连锁加盟，线上自建网络平台等模式进行产品销售，主要运营百货类、家纺及餐桌用品等，以“欧尚”及“大润发”两大知名品牌经营大卖场业务。  ,,,,,,,,,,,,,,,,,,,,,,,,食品/商贸零售
阿里巴巴,11,小满科技,深圳市小满科技有限公司,0,D轮,D,2020/8/26,2020,5,500000000,3,3,深圳市小满科技有限公司是一家外贸解决方案供应商，是大数据与人工智能公司，通过大数据与人工智能的产品、解决方案与服务，帮助中国企业拓展国际业务。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,14,小鹏汽车,广州橙行智动汽车科技有限公司,0,C++轮,C,2020/8/5,2020,26.2,2620000000,4,10,小鹏汽车是一家电动汽车生产制造商，致力于应用新的技术、工艺和商业模式，打造年轻人喜爱的智能化电动汽车。汽车拥有低速自动驾驶跟随的功能，并为解决停车难的困扰，开发了包括自动泊车以及远程召唤的功能。隶属于广州橙行智动汽车科技有限公司。  ,,,,,,,,,,,,,,,,,,,,,,,,汽车交通
阿里巴巴,16,SQream,SQream Technologies Ltd.,以色列,B+轮,B,2020/6/28,2020,2.5807,258070000,3,3,SQream是一个GPU数据库提供商，为大数据集分析提供数据库服务，具有商业智能加速功能，可以根据大型数据集进行智能时间决策，旗下拥有用于分析数据集的GPU数据库“SQream DB”，具有快速访问数据的功能。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,20,Ecoinno寰科创新,寰科创新有限公司,香港,A轮,A,2020/5/7,2020,0.5,50000000,2,16,Ecoinno寰科创新是一家位于香港科学园的绿色新材料研发商，致力于利用其独有的绿色复合材料（GCM™）开发多种类别的消费包装产品，该复合材料来自天然植物纤维，使用Ecoinno寰科创新先进专利技术加工而成。2020年2月12日，Ecoinno寰科创新荣获阿里巴巴Jumpstarter环球创业者比赛“智能城市领域优胜者“。  ,,,,,,,,,,,,,,,,,,,,,,,,科创/技术研发
阿里巴巴,21,弘量研究,弘量（深圳）投资管理有限公司,0,Pre-B轮,B,2020/5/5,2020,1.965,196500000,3,4,弘量研究为香港科技大学创新孵化项目下的金融科技公司，其开发的 AQUMON 智能投资引擎，通过金融、算法和科技三方面的结合，在境内结合境外，金融机构结合个人客户业务中布局，透过香港证监会 1 号（证券交易）、4 号（就证券提供意见）牌照和美国证监会注册投资顾问（RIA）牌照，在合规的前提下致力实现透明、稳定、实时和低成本理财体验。  ,,,,,,,,,,,,,,,,,,,,,,,,金融/支付
阿里巴巴,27,十荟团,北京十荟科技有限公司,0,B轮,B,2020/1/9,2020,5.78365,578365000,3,17,十荟团是一家美食社区电商服务平台，十荟团锁定社区果蔬、生鲜和家居用品，以社区为切入点，瞄准家庭日常消费场景，全力开拓二三线城市市场。搜罗全球生鲜美食，借助智能高效的供应链，把新鲜带给每个家庭，让福利惠及每位用户。  ,,,,,,,,,,,,,,,,,,,,,,,,食品/商贸零售
阿里巴巴,29,XpressBees,Busybees Logistics Solutions Pvt Ltd.,印度,D+轮,D,2019/12/27,2019,0.15,15000000,2,19,Xpressbees是于2015年创立的一家电子商务物流公司，公司提供最后一公里配送、逆向物流、托收货款、接代发货、供应商管理、跨境服务、专递服务和量身定制软件解决方案等服务。  ,,,,,,,,,,,,,,,,,,,,,,,,物流运输
阿里巴巴,32,WeLab,深圳卫盈智信科技有限公司,0,C轮,C,2019/12/12,2019,11,1100000000,4,4,我来数科是一个创新的互联网金融平台，为有资金需求和投资需求的年轻人提供互联网金融服务。  ,,,,,,,,,,,,,,,,,,,,,,,,金融/支付
阿里巴巴,39,三维家,广东三维家信息科技有限公司,0,C轮,C,2019/10/31,2019,5,500000000,3,20,三维家是一家将3D虚拟现实技术应用到家居行业的高新技术企业，拥有多年的O2O线上线下全屋定制家居运营经验，依托轻松提高业绩、轻松签单、轻松管理的门店设计服务模式与CRM门店日常管理模式。成立至今，三维家服务超过了50万家商户，企业1000多家。帮助上市企业如欧派家居、曲美家居、皮阿诺、好莱客、志邦厨柜、我乐家居等数十个成功应用品牌案例。  ,,,,,,,,,,,,,,,,,,,,,,,,房产家居
阿里巴巴,44,AutoX,深圳裹动智驾科技有限公司,0,A+轮,A,2019/9/16,2019,6.55,655000000,3,13,Auto X Store是一家自动驾驶操作系统研发商，主要研发的方向是将人工智能技术应用在自动驾驶领域。他们目前的解决方案涵盖了环境感知、路径规划以及系统对机械的控制。仅使用摄像头就能实现车辆的自动驾驶，由于无需采用雷达、激光、超声或者特殊的导航设备，所以能够大量降低自动驾驶的实现成本。  ,,,,,,,,,,,,,,,,,,,,,,,,人工智能
阿里巴巴,46,考拉海购,杭州优卖网络科技有限公司,0,并购,Merger,2019/9/6,2019,45.85,4585000000,4,6,考拉海购是一家跨境海淘电商平台，目前主要有母婴、美食保健、美妆个护及海外直邮等四个商品类目，网易旗下电商平台。  ,,,,,,,,,,,,,,,,,,,,,,,,电子商务
阿里巴巴,47,网易云音乐,杭州网易云音乐科技有限公司,0,B+轮,B,2019/9/6,2019,131,13100000000,5,1,"网易云音乐是一款专注于发现与分享的音乐产品，依托专业音乐人、DJ、好友推荐及社交功能,为用户打造全新的音乐生活。  ",,,,,,,,,,,,,,,,,,,,,,,,文娱传媒
阿里巴巴,48,Bitmark,Bitmark Inc.,台湾,A轮,A,2019/9/4,2019,0.1965,19650000,2,4,Bitmark是台湾一家区块链所有权创业公司，在其平台上注册的所有权被绑定为称为bitmarks 的数字资产，用户可用其进行交易，并创建交易电子记录。  ,,,,,,,,,,,,,,,,,,,,,,,,金融/支付
阿里巴巴,49,德殷德润,上海德殷德润实业发展有限公司,0,并购,Merger,2019/8/1,2019,99.82,9982000000,4,3,德殷德润是一家商务咨询服务提供商，隶属于上海德殷投资控股有限公司旗下，是申通快递股东。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,51,小盒科技,北京知识印象科技有限公司,0,D轮,D,2019/7/18,2019,9.825,982500000,3,8,作业盒子是一个K12师生在线作业互动平台。分为教师端与学生端，学生通过平台提交作业，老师可进行智能出题、多形式批注、学习效果的数据统计，根据学习状况获得针对性智能推荐等，达到在线师生互动的效果。  ,,,,,,,,,,,,,,,,,,,,,,,,教育培训
阿里巴巴,60,旷视科技,北京旷视科技有限公司,0,D轮,D,2019/5/8,2019,49.125,4912500000,4,13,北京旷视科技有限公司是一家世界领先的人工智能企业，在深度学习方面拥有核心竞争力。公司于2011年由印奇、唐文斌和杨沐三位创始人成立。他们均毕业于由图灵奖得主兼中国计算机科学家和理论家姚期智院士创立的清华大学“姚班”。旷视是将人工智能科技和计算机视觉算法应用于物联网领域的引领者。Face++是一个人脸识别云计算平台，此公司专注于研发人脸检测、识别、分析和重建技术，通过融合机器视觉、机器学习等技术，与提供云端API、离线SDK、以及面向用户的产品形式，可将此公司的技术应用于金融、安防、零售领域。  ,,,,,,,,,,,,,,,,,,,,,,,,人工智能
阿里巴巴,61,T3出行,南京领行科技股份有限公司,0,天使轮,Angel/Seed,2019/4/2,2019,50,5000000000,4,10,T3出行是一家网约车服务提供商，致力于网约车领域，采用车辆均为新能源汽车，业务还涉及汽车融资租赁、大数据运营和智能驾驶等领域。  ,,,,,,,,,,,,,,,,,,,,,,,,汽车交通
阿里巴巴,64,Qupital,Qupital,香港,A轮,A,2019/3/27,2019,0.9825,98250000,2,4,Qupital是香港首家在线发票贴现交易平台。它希望解决公司无法迅速获得现金的问题，通过拍卖未付款发票让公司在该网站融资。这实质上相当于将公司的应收账款证券化。投资者，或Qupital所称的“出资者”可评估和竞购希望融资的公司在Qupital上列出的发票。一旦该公司从它们的债务人手中获得付款，Qupital即自动将这笔资金连同利息转给“出资者”。  ,,,,,,,,,,,,,,,,,,,,,,,,金融/支付
阿里巴巴,65,Infinity AR,Infinity Augmented Reality,以色列,并购,Merger,2019/3/25,2019,0.655,65500000,2,21,Infinity AR是一家打造 SDK，让虚拟图像能够投射在现实物体的公司。  ,,,,,,,,,,,,,,,,,,,,,,,,AR/VR
阿里巴巴,66,百望云,百望股份有限公司,0,A轮,A,2019/3/25,2019,5.17,517000000,3,3,百望股份是国内领先的“互联网+税务”云平台提供商，为大型企业客户提供基于私有云的端对端一体化涉税解决方案，为中小企业客户提供基于公有云的财税票综合服务平台，为小微企业客户基于移动端的移动开票综合服务平台。基于百望云的财税票一体化平台的绝对领先优势，已经完成了企业征信大数据产品，供应链平台产品以及互联网金融的产品布局，为云平台客户提供财税票，企业征信，企业供应链，企业融资等全方位的综合服务。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,69,爱康国宾,爱康国宾健康管理集团有限公司,0,并购,Merger,2019/3/11,2019,46.6,4660000000,4,7,爱康国宾是一家主打体检的健康管理公司，为个人及团体提供从体检、检测、医疗、家庭医生、慢病管理、健康保险等全方位个性化服务，由爱康网和上海国宾健检联合组建。  ,,,,,,,,,,,,,,,,,,,,,,,,医疗健康/生物医药
阿里巴巴,73,Vidooly,Vidooly,印度,B轮,B,2019/2/9,2019,0.13755,13755000,2,12,Vidooly是印度一家视频分析公司，通过为视频制作者提供营销和分析工具，以此来获得最多的浏览次数、增加受众数量，从而提高视频营收。  ,,,,,,,,,,,,,,,,,,,,,,,,工具软件
阿里巴巴,76,Sandbox VR,Sandbox VR,香港,A轮,A,2019/1/29,2019,4.454,445400000,3,21,Sandbox VR 是在商场和影院提供线下街机式VR体验的体验中心，Sandbox VR有自研线下VR体验，同时正在全球六座城市运营着VR线下中心，包括加州圣马特奥、温哥华和香港。他们主要为玩家提供了一个自由漫游式空间，并允许其在多人VR体验中共同对抗僵尸，外星人和亡灵海盗。  ,,,,,,,,,,,,,,,,,,,,,,,,AR/VR
阿里巴巴,78,优点科技,深圳市优点科技有限公司,0,B轮,B,2019/1/11,2019,7,700000000,3,20,深圳市优点科技有限公司是一家专注于智能门锁及安防领域的物联网服务平台。公司通过行业整合、投资并购等方式，致力于打造一个行业领先、体验独特的智能家居生态系统。  ,,,,,,,,,,,,,,,,,,,,,,,,房产家居
阿里巴巴,79,Data Artisans,Data Artisans,德国,并购,Merger,2019/1/8,2019,7.11,711000000,3,3,Data Artisans由ApacheFlink®的创始人于2014年创立，该公司总部位于德国柏林，专门提供为公司企业部署大规模数据处理解决方案的服务。发展开源数据处理技术，并推动流处理、批处理和机器学习发展。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,86,驿公里,上海氦修网络科技有限公司,0,B轮,B,2018/12/14,2018,1,100000000,3,11,驿公里是一家智能洗车机器人研发商，自主研发的智能车型数据识别系统，在对同一辆车多次进行服务后，系统利用人工智能技术，将不断自主优化清洗时出现的误差，逐渐形成一套专门为此车辆定制的洗车程序。  ,,,,,,,,,,,,,,,,,,,,,,,,生活服务
阿里巴巴,87,Optibus,Optibus,以色列,B轮,B,2018/12/13,2018,2.62,262000000,3,10,Optibus是以色列公共交通智能优化系统开发商，正研发其智慧城市运营系统，可以支持实时公交调度和班次预测，帮助交通管理部门及时作出必要的调整。  ,,,,,,,,,,,,,,,,,,,,,,,,汽车交通
阿里巴巴,89,AsiaYo,AsiaYo,台湾,B轮,B,2018/12/6,2018,0.4585,45850000,2,15,AsiaYo是一个特色民宿订房平台，主打特色旅宿，覆盖台湾，日本，韩国，泰国和香港的60个城市。  ,,,,,,,,,,,,,,,,,,,,,,,,旅游/OTA
阿里巴巴,109,Teambition,上海汇翼信息科技有限公司,0,并购,Merger,2018/11/13,2018,1.6375,163750000,3,12,Teambition是一款协作化项目管理工具，为每一个项目提供「分享墙」、「任务板」、「文件库」、「日程表」、「回顾」5个应用，来分别解决项目的“分享讨论”、“任务跟进”、“文件共享”、“会议安排”和“项目进展回顾等”多方面的需求。除了网页版外，目前已经推出iPhone版和Android版供下载。  ,,,,,,,,,,,,,,,,,,,,,,,,工具软件
阿里巴巴,110,神工007,神工众志（北京）科技有限公司,0,C轮,C,2018/11/13,2018,6.55,655000000,3,20,神工007是一个专注于建材家居的O2O移动服务平台，致力于提供建材家居安装、维修、维护以及一切围绕着家的延伸服务，神工众志（北京）科技有限公司旗下产品。  ,,,,,,,,,,,,,,,,,,,,,,,,房产家居
阿里巴巴,114,坚果投影,深圳市火乐科技发展有限公司,0,D轮,D,2018/10/19,2018,6,600000000,3,14,坚果智能影院是一家智能投影设备研发商。在同个局域网下用坚果控可以进行配对，用手机控制坚果智能投影和激光电视，实现方向+确认、遥控对焦、音量调节、一键切换3D等功能。  ,,,,,,,,,,,,,,,,,,,,,,,,电信/通信
阿里巴巴,118,Wayray,Wayray,俄罗斯,C轮,C,2018/9/19,2018,5.24,524000000,3,21,Wayray是一家AR公司，核心产品是采用增强现实技术的汽车导航设备Navion，Navion是将导航全息影像从仪表盘上的一个小装置上投掷到挡风玻璃。挡风玻璃上的全息图像包括导航信息和安全提示。产品使用过程中，用户会感觉到地面上出现很多的箭头，只要沿着箭头指示开车就可以到达目的地。  ,,,,,,,,,,,,,,,,,,,,,,,,AR/VR
阿里巴巴,120,弘量研究,弘量（深圳）投资管理有限公司,0,A+轮,A,2018/9/6,2018,1,100000000,3,4,弘量研究为香港科技大学创新孵化项目下的金融科技公司，其开发的 AQUMON 智能投资引擎，通过金融、算法和科技三方面的结合，在境内结合境外，金融机构结合个人客户业务中布局，透过香港证监会 1 号（证券交易）、4 号（就证券提供意见）牌照和美国证监会注册投资顾问（RIA）牌照，在合规的前提下致力实现透明、稳定、实时和低成本理财体验。  ,,,,,,,,,,,,,,,,,,,,,,,,金融/支付
阿里巴巴,125,探迹科技,广州探迹科技有限公司,0,A轮,A,2018/8/28,2018,0.4,40000000,2,3,探迹致力于打造国内第一个基于大数据和人工智能的企业销售预测智能SaaS平台，通过不断分析和挖掘全网在线企业信息，结合每家企业内部的客户关系管理系统，利用机器学习自动建立量化客户模型，帮助B2B企业在全球千万公司中精准挖掘潜在客户，提升销售转化率及收入。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,127,新康众,江苏康众汽配有限公司,0,D轮,D,2018/8/23,2018,16,1600000000,4,11,康众汽车配件是一家O2O模式的汽车售后配件服务提供商，通过连锁门店及网上的方式为终端修理门店提供B2B售后配件直营服务，江苏康众实业投资有限公司旗下品牌。  ,,,,,,,,,,,,,,,,,,,,,,,,生活服务
阿里巴巴,129,FunNow,FunNow,台湾,A轮,A,2018/8/14,2018,0.3275,32750000,2,11,FunNow是亚洲唯一的即时预订应用程序的娱乐和休闲服务，为用户提供超过2000种即时预约服务，包括旅宿、泡汤、餐厅、酒吧、按摩等，致力于提升用户的生活品质，让用户只需专注享受欢乐时光。  ,,,,,,,,,,,,,,,,,,,,,,,,生活服务
阿里巴巴,130,DeepMap,DeepMap Inc.,美国,B轮,B,2018/8/10,2018,3.93,393000000,3,10,DeepMap是一家无人驾驶领域的新兴地图公司，专注于高精度地图解决方案的研发，其所提供的高清地图、实时定位软件以及其他必要基础数据都将推动无人驾驶技术的发展。  ,,,,,,,,,,,,,,,,,,,,,,,,汽车交通
阿里巴巴,138,苏宁体育,江苏苏宁体育产业有限公司,0,A轮,A,2018/7/19,2018,39.3,3930000000,4,22,苏宁体育是江苏苏宁集团旗下体育产业集团。  ,,,,,,,,,,,,,,,,,,,,,,,,其他
阿里巴巴,140,上海秉坤,上海秉坤数码科技有限公司,0,B轮,B,2018/7/18,2018,150,15000000000,5,17,上海秉坤专注为美妆品牌提供线下零售管理解决方案。秉坤服务100多个美妆品牌客户。在世界顶尖的十大化妆品集团中，其中六家选择秉坤作为系统或信息服务商。秉坤的产品线包括零售POS软件、CRM软件、数据产品和服务、零售智能硬件等。每年处理一亿多笔交易数据，为超过5000万会员提供营销服务的数据支撑。  ,,,,,,,,,,,,,,,,,,,,,,,,食品/商贸零售
阿里巴巴,142,Moneybox,Digital Moneybox Limited,英国,B轮,B,2018/7/9,2018,0.14,14000000,2,4,Moneybox是一款app，能够与用户的银行账户关联并自动进行支付、零钱投资。目前，投资的对象主要是用户的ISA账户，可供投资的基金分别来自Vanguard、Henderson和Blackrock。  ,,,,,,,,,,,,,,,,,,,,,,,,金融/支付
阿里巴巴,144,华人文化集团,华人文化有限责任公司,0,A轮,A,2018/7/3,2018,100,10000000000,5,1,华人文化集团旗下拥有影视公司、动漫公司、游戏公司、基金公司，文化地产公司，以及一只两百多人的精英团队，与中影集团、华影公司、万达集团、伯纳影业等国内顶尖影视公司保持着紧密的合作关系，具备影视制作、发行许可，基金管理、地产开发等资质。  ,,,,,,,,,,,,,,,,,,,,,,,,文娱传媒
阿里巴巴,145,多维度,上海多维度网络科技股份有限公司,0,C轮,C,2018/7/2,2018,1.1,110000000,3,5,上海多维度网络科技股份有限公司发明了社交性反向竞价模式的【爱抢购】，是一个价格你做主的APP，一经推出即荣登苹果APPStore生活类排名前三，仅仅数月即在上海O2O应用领域获得较领先的地位。如今已在全国十多个一二线大城市开设分站，获得了数百万用户和近2万家签约商户的高度认可。  ,,,,,,,,,,,,,,,,,,,,,,,,社交社区
阿里巴巴,148,Paytm,One97 Communications Ltd,印度,E轮,E,2018/6/13,2018,29.1475,2914750000,4,4,Paytm是一家印度移动购物和支付平台。总部位于印度诺伊达，于公元2010年加入了印度的财经科技产业，母公司为One97 Communications。公司创立初期提供手机充电、线上支付、线上购物等服务。  ,,,,,,,,,,,,,,,,,,,,,,,,金融/支付
阿里巴巴,150,小红书,行吟信息科技（上海）有限公司,0,D轮,D,2018/6/1,2018,19.65,1965000000,4,5,小红书创办于2013年，通过深耕UGC（用户创造内容）购物分享社区，发展成为全球最大的消费类口碑库和社区电商平台。  ,,,,,,,,,,,,,,,,,,,,,,,,社交社区
阿里巴巴,151,SQream,SQream Technologies Ltd.,以色列,B轮,B,2018/5/30,2018,1.7292,172920000,3,3,SQream是一个GPU数据库提供商，为大数据集分析提供数据库服务，具有商业智能加速功能，可以根据大型数据集进行智能时间决策，旗下拥有用于分析数据集的GPU数据库“SQream DB”，具有快速访问数据的功能。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,160,Video++,上海极链网络科技有限公司,0,C轮,C,2018/4/10,2018,3.49,349000000,3,13,Video++是国内最大的AI+视频营销服务商。专注于消费级视频的AI科技公司，为平台提供AI、电商、互动娱乐、情景广告、视频搜索、视频头条等系统应用。  ,,,,,,,,,,,,,,,,,,,,,,,,人工智能
阿里巴巴,162,商汤科技,北京市商汤科技开发有限公司,0,C轮,C,2018/4/9,2018,39.3,3930000000,4,13,SenseTime是一家专注于计算机视觉和深度学习原创技术的创业公司，目前已开始对外提供精准的人脸识别技术，以及集成了人脸识别、危险品识别、行为检测、车辆检测等的安防监控系统。隶属于北京市商汤科技开发有限公司。  ,,,,,,,,,,,,,,,,,,,,,,,,人工智能
阿里巴巴,166,饿了么,上海拉扎斯信息科技有限公司,0,并购,Merger,2018/4/2,2018,622.25,62225000000,5,11,饿了么是中国专业的网上订餐平台，目前已覆盖北京、上海、杭州、广州等300多个城市，提供各类中式、日式、韩式、西式、下午茶、夜宵等优质美食，并提供送餐上门服务，让订餐更加轻松！  ,,,,,,,,,,,,,,,,,,,,,,,,生活服务
阿里巴巴,168,Kloudless,Kloudless,台湾,A轮,A,2018/3/27,2018,0.393,39300000,2,3,Kloudless是一款云存储API，允许开发人员使用单个REST API进行构建，而不必使用许多不同的API进行编码。它可以立即将多个云存储服务连接到您的应用。您只编写一次代码，并且您的应用程序一次连接到多个云服务，而不是单独集成每个云服务。Kloudless负责整合，持续维护和错误处理，以便您可以专注于构建出色的产品。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,171,ofo小黄车,北京拜克洛克科技有限公司,0,E+轮,E,2018/3/13,2018,56.723,5672300000,4,10,ofo小黄车首创“单车共享”模式是全球第一个无桩共享平台。目前已成为中国规模最大的校园交通代步解决方案，为广大高校师生提供便捷经济、绿色低碳、更高效率的校园共享单车服务。ofo 共享单车怀揣“随时随地有车骑”的朴素愿景来到城市，试图满足人们短途代步的需求，更用这辆单车，重新丈量人们经过的每一条路线，找寻与城市的全新连接方式。  ,,,,,,,,,,,,,,,,,,,,,,,,汽车交通
阿里巴巴,179,XpressBees,Busybees Logistics Solutions Pvt Ltd.,印度,C轮,C,2018/1/30,2018,2.2925,229250000,3,19,Xpressbees是于2015年创立的一家电子商务物流公司，公司提供最后一公里配送、逆向物流、托收货款、接代发货、供应商管理、跨境服务、专递服务和量身定制软件解决方案等服务。  ,,,,,,,,,,,,,,,,,,,,,,,,物流运输
阿里巴巴,180,小鹏汽车,广州橙行智动汽车科技有限公司,0,B轮,B,2018/1/29,2018,22,2200000000,4,10,小鹏汽车是一家电动汽车生产制造商，致力于应用新的技术、工艺和商业模式，打造年轻人喜爱的智能化电动汽车。汽车拥有低速自动驾驶跟随的功能，并为解决停车难的困扰，开发了包括自动泊车以及远程召唤的功能。隶属于广州橙行智动汽车科技有限公司。  ,,,,,,,,,,,,,,,,,,,,,,,,汽车交通
阿里巴巴,181,Nexar,Nexar,台湾,B轮,B,2018/1/26,2018,1.965,196500000,3,10,Nexar的行车记app依赖于计算机视觉和传感器融合算法来检测事故并分析路况，然后向其网络中的其它车辆发送实时警告。公司的技术也被保险公司用来进行交通事故的再现，以辅助索赔调查。  ,,,,,,,,,,,,,,,,,,,,,,,,汽车交通
阿里巴巴,182,SpaceCycle,北京史贝斯健身管理有限公司,0,B轮,B,2018/1/18,2018,1,100000000,3,22,SpaceCycle是一个运动健身平台，该平台以音乐、时尚、运动、社群为核心，不同于传统授课方式，学员们可以以自己喜欢的音乐风格出发，把音乐节奏融入到重量训练、瑜伽延展中，打造带动身心体验的时尚运动。平台提供Cycle、Barre、Yoga三种课程。  ,,,,,,,,,,,,,,,,,,,,,,,,其他
阿里巴巴,184,Citiesocial,Citiesocial,台北,A轮,A,2018/1/9,2018,0.180125,18012500,2,6,Citiesocial成立2011年，总部位于台北，是一个专注于美食、设计的线上百货，发现和分享精致物品，提供限时优惠导购等，目前在台湾和香港两地拥有60万用户。其服务已经拓展到了中国大陆，韩国和日本等地。  ,,,,,,,,,,,,,,,,,,,,,,,,电子商务
阿里巴巴,185,魔点科技,杭州魔点科技有限公司,0,A轮,A,2018/1/5,2018,0.5,50000000,2,13,杭州魔点科技有限公司，成立于2016年12月底，总部位于浙江杭州。魔点是一家将先进的人工智能技术与行业应用相结合的科技型企业，深耕智能办公、智慧校园和智慧社区等领域。凭借领先的产品化能力和高效的数据服务水平，魔点坚持用互联网、AI思维打造智能硬件，着重打造“智连”能力，实现“人、物、组织”以及生态的智能连接，助推人工智能技术场景化落地，让科技服务于人，让数据创造价值。同时，依托 “云+端”开放OpenAPI的核心模式，魔点赋能各行业实现数字化升级。截至目前，已累计有超过20万家企业客户选择了魔点的产品及服务。  ,,,,,,,,,,,,,,,,,,,,,,,,人工智能
阿里巴巴,188,叠境数字,叠境数字科技（上海）有限公司,0,Pre-A轮,A,2017/12/27,2017,5,500000000,3,21,叠境数字是一家光场内容技术服务商，主要提供以光场采集、处理、显示为核心的VR/AR/MR解决方案，业务范围涉及物体和动态人物的360度3D光场采集、建模和渲染以及光场 VR 、AR内容生成，向内环视和向外环视360度3D视频直播等，应用于媒体、电商购物、建筑、教育、医疗等领域。  ,,,,,,,,,,,,,,,,,,,,,,,,AR/VR
阿里巴巴,190,Glo VR,GLO VR,香港,天使轮,Angel/Seed,2017/12/15,2017,0.1965,19650000,2,21,Glo是一家致力于在所有VR平台上创建优质VR内容和体验的VR公司。目标是创建一个“超逼真的密室逃亡体验”，让用户们可以共同完成目标，并在VR中“逃离”一个房间。  ,,,,,,,,,,,,,,,,,,,,,,,,AR/VR
阿里巴巴,193,企加云,埃森哲企云科技（杭州）有限公司,0,A轮,A,2017/12/7,2017,1,100000000,3,3,企加云是一家CRM系统服务提供商，通过打通线上线下数据行为和交易数据构建精准的用户群体画像，助力企业用户进行高客单价零售或高端用户升级服务，提升用户满意度。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,198,高鑫零售,高鑫零售有限公司,0,并购,Merger,2017/11/20,2017,224,22400000000,5,17,高鑫零售是一家大卖场运营商，通过线下连锁加盟，线上自建网络平台等模式进行产品销售，主要运营百货类、家纺及餐桌用品等，以“欧尚”及“大润发”两大知名品牌经营大卖场业务。  ,,,,,,,,,,,,,,,,,,,,,,,,食品/商贸零售
阿里巴巴,199,Kneron,深圳市耐能人工智能有限公司,0,A轮,A,2017/11/15,2017,0.655,65500000,2,13,Kneron主推移动终端设备上的便携式人工智能系统、定制化微小内存软件及高效能低功耗的硬件加速器产品。其终端人工智能产品可以应用在智能物联网、智能车联网、安防、无人机等领域。隶属于深圳市耐能人工智能有限公司。  ,,,,,,,,,,,,,,,,,,,,,,,,人工智能
阿里巴巴,200,美味生活HowLiving,美味生活股份有限公司,香港,Pre-A轮,A,2017/11/15,2017,0.262,26200000,2,6,美味生活HowLiving以原创美食视频为主要内容，主打快速简单的低卡食谱、烘焙以及亲子饮食，并不定期推出瘦身午餐、轻食、饮品等特别专题。除了美食视频以外，美味生活还推出了垂直电商平台，主营烘焙领域厨房用品及烹调小家电等。此外，美味生活也有自有品牌商品，如食谱书以及松饼粉，并举办线下活动“美味生活节”，进行美食分享、健康讲座、亲子互动活动，并不定期在线下活动中以快闪市集形式销售电商平台产品。  ,,,,,,,,,,,,,,,,,,,,,,,,电子商务
阿里巴巴,202,WeLend,香港WeLab公司,香港,B轮,B,2017/11/8,2017,14.41,1441000000,4,4,WeLend是香港一家P2P借贷服务平台，利用科技并结合大数据分析，实施网上即时自动审批技术，致力于为用户提供快速的借贷服务。主要贷款产品：私人贷款、免文件贷款、清卡数贷款、分期付款、手机分期等。  ,,,,,,,,,,,,,,,,,,,,,,,,金融/支付
阿里巴巴,204,大搜车,北京搜车网科技有限公司,0,E轮,E,2017/11/1,2017,21.9425,2194250000,4,10,大搜车是中国领先的汽车新零售和新金融平台 ，为汽车经销商提供软件、金融、交易及营销等一站式服务，通过汽车经销商经营管理及交易服务SaaS产品等服务于二手车商、新车二网以及4s店，产品包括“大风车”、“车牛”、“车行168”等。  ,,,,,,,,,,,,,,,,,,,,,,,,汽车交通
